 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
138	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	77	16757.227	5527.539	20480	20440
139	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	105	16392.071	5527.443	20480	20440
140	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	88	16356.352	5534.341	20480	20440
141	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	121	16620.674	5545.384	20480	20440
142	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	16361.087	5550.953	20480	20440
143	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	94	16169.819	5558.947	20480	20440
144	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	212	16027.108	5562.722	20480	20440
145	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	251	16843.556	5571.58	20480	20440
146	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	68	16708.603	5568.779	20480	20440
147	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	91	16399.907	5568.038	20480	20440
148	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	352	16069.153	5585.591	20480	20440
149	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	80	17159	5574.55	20480	20440
150	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	113	16412.111	5584.058	20480	20440
151	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	86	16538.093	5583.849	20480	20440
152	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	89	17074.567	5581.264	20480	20440
153	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	86	17051.209	5582.965	20480	20440
154	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	86	16336.814	5588.221	20480	20440
155	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	286	16718.388	5594.93	20480	20440
156	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	95	16644.711	5591.237	20480	20440
157	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	117	16810.295	5600.303	20480	20440
158	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	79	16359.095	5600.361	20480	20440
159	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16514.187	5605.157	20480	20440
