 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
119	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	101	5263.351	4808.342	20480	20440
120	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	114	4448.684	4838.482	20480	20440
121	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	90	4724.267	4862.756	20480	20440
122	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	128	5629.914	4867.234	20480	20440
123	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	84	4540.119	4879.488	20480	20440
124	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	83	4779.259	4885.741	20480	20440
125	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	96	4291.312	4907.74	20480	20440
126	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	74	18494.689	4914.878	20480	20440
127	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	99	4489.025	4923.955	20480	20440
128	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	100	710.58	4923.82	20480	20440
129	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	113	4712.872	4935.111	20480	20440
130	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	126	4538.151	4945.865	20480	20440
131	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	107	624.005	4966.014	20480	20440
132	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	79	4640.285	4971.69	20480	20440
133	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	79	4536.703	5047.222	20480	20440
134	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	91	4424.434	5056.907	20480	20440
135	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	116	4764.664	5061.767	20480	20440
136	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	102	4549.745	5115.667	20480	20440
137	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	46	18910.783	5152.761	20480	20440
138	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	80	18469.275	5170.637	20480	20440
139	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	101	4645.837	5229.738	20480	20440
140	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	79	18342.348	5291.386	20480	20440
141	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	233	3821.732	5313.204	20480	20440
142	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	28	20093.179	5297.429	20480	20440
143	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	33	20101.621	5306.561	20480	20440
144	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	86	18473.093	5355.372	20480	20440
145	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	102	3697.608	5360.01	20480	20440
146	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	59	20009.89	5373.585	20480	20440
